userId,itemId,rating,timestamp
2293,4321,4,1636639128
8192,4740,2,1665999148
8255,7944,5,1662980630
2980,9219,2,1618291658
3020,6281,2,1622863171
9582,5143,1,1645287283
8097,7209,3,1611829880
4014,2432,2,1631838584
132,1648,1,1653901915
9177,7559,5,1628212225
9030,3570,4,1615966801
36,8333,2,1611187237
8997,8073,5,1625142541
5762,5209,5,1667041304
2271,2262,4,1661859204
6062,2758,1,1629123562
3549,8088,3,1655276696
182,1196,2,1631101751
3904,3473,5,1631701216
9285,7539,1,1631717298
7221,3664,5,1656812159
5241,4334,4,1655452979
1442,695,4,1646889208
335,7494,3,1654149965
5149,7051,1,1622268744
8401,2654,1,1612441631
455,4052,1,1640601447
5650,4304,3,1632396299
112,6238,5,1637243820
3111,981,5,1645897120
7237,2561,3,1671254767
8551,6224,2,1646077201
5480,9384,5,1654668116
9408,5438,1,1657860463
3102,4213,5,1655094559
4807,8371,5,1614905907
4502,697,3,1671845246
3800,2195,4,1664829190
5854,7663,5,1634906397
4240,9266,5,1614414911
7751,4353,4,1668358561
9571,3731,1,1647701384
7430,7715,3,1643236240
7486,7103,2,1624456891
869,5832,5,1620862311
8017,3979,4,1649420646
7464,1864,1,1660926562
220,8101,4,1639522167
3970,4625,3,1630532805
8558,3366,1,1629162097
8794,5821,1,1632024585
9853,7982,3,1638165348
4957,8555,2,1621783140
114,4972,1,1667573722
1904,1730,1,1646839809
13,4097,3,1666614385
3350,5991,4,1639791606
92,9098,5,1641020453
9284,6870,3,1638692079
428,9891,2,1660456279
7672,3364,5,1670855906
9483,1395,4,1649351083
2060,2663,1,1659750948
8969,6186,3,1655957095
171,4995,4,1625236738
1226,7182,4,1623021102
3492,7922,2,1616967958
9406,9870,2,1656861580
7506,250,5,1648053204
703,6050,3,1614255548
1584,6327,3,1668112757
5358,2078,2,1651145290
6085,3550,2,1656534641
7957,3950,3,1612314718
8993,5617,4,1664658860
6095,5965,5,1636858193
3427,1843,2,1641633339
132,3317,4,1621312105
1739,7564,5,1662124993
7069,5489,4,1627961246
4232,1160,1,1645174646
538,4472,2,1660644391
8380,7616,4,1664933187
1681,3538,1,1641144146
1319,1945,5,1627959025
3613,6549,5,1664606482
5816,615,1,1663921265
5092,625,1,1633960150
8989,2106,5,1631999901
7735,5518,1,1666394677
6582,6967,5,1626923916
2396,3816,1,1661750785
2571,5056,3,1615927512
9394,844,1,1671013694
1006,6746,3,1669415183
4049,1403,1,1651599861
8310,4575,4,1660704983
4806,4731,3,1611076057
5663,7203,4,1610180423
1249,4817,3,1652473580
5412,8834,2,1671941774
4347,5797,3,1641911920
1508,7909,3,1648926563
685,5934,4,1647080282
6509,5736,1,1661273465
9855,8094,4,1611287830
9593,8962,4,1610170580
9425,3628,1,1650311013
5080,4530,3,1666895847
4974,6790,3,1653674081
1642,5146,5,1628657338
7318,7866,4,1644993402
8812,7741,5,1654747859
7752,3655,5,1614939923
6821,8464,4,1655761739
5573,253,1,1625175800
7836,5907,2,1652614821
3616,2784,4,1645147187
8147,7184,3,1630315953
7633,2266,4,1652772705
803,5156,5,1634476007
1262,4417,5,1631394006
2025,4112,2,1628152664
8321,7145,1,1663681605
7868,5384,5,1656272681
2126,3656,2,1614060502
1672,9015,5,1618303065
5214,642,5,1626216748
6881,995,5,1621513810
5552,7735,3,1641885669
7424,5484,1,1628308244
7546,1172,5,1662380437
2161,7901,1,1639297415
534,1008,1,1609570991
9058,792,4,1630222484
5094,5662,1,1612902447
951,163,1,1613052090
7851,5548,3,1618205575
7817,5307,1,1648945424
8567,5468,5,1630827434
4505,6140,4,1618043418
1470,6342,1,1633293574
4590,6259,3,1663234416
5654,5790,4,1657493744
1452,9299,1,1649566759
8854,3579,2,1613880999
9345,6749,3,1646789815
5807,2986,3,1645542090
5610,7060,3,1637321739
446,4622,1,1638881978
35,7175,1,1629220653
2615,6500,4,1611700279
3680,9406,3,1637303192
2435,2499,4,1616399407
5507,2445,3,1638384827
3447,7545,5,1671586509
8788,585,2,1644663572
9045,891,4,1631060385
553,6312,5,1664601939
1685,6285,3,1654382593
7631,2754,3,1643308096
3073,7736,2,1622031870
9737,6789,1,1611650821
2822,5479,5,1643166380
286,789,4,1632759732
8520,7535,2,1643981035
1401,9611,1,1611856543
6475,483,2,1657740010
324,3206,3,1611488527
235,9019,2,1644334420
3250,1579,5,1657350095
7213,7478,5,1663836111
7595,1249,3,1666039510
2860,7017,2,1624796848
8670,8343,1,1641639285
9119,8104,1,1667968233
5722,8486,3,1670159357
3870,9507,1,1652707005
6613,8239,1,1649506482
9380,8772,5,1630285418
7313,2352,5,1636248540
5291,7583,2,1642173468
8859,3028,2,1652495461
6661,4678,5,1666792990
9684,573,1,1611481052
3079,514,2,1612879641
1484,3332,5,1616269901
8989,5781,2,1614293199
5024,9233,3,1640447987
3611,2049,1,1626500455
7725,5518,3,1660340743
5392,8375,2,1658116525
6709,6123,1,1656741680
7792,1772,2,1629389656
8314,7793,4,1625455381
1955,6982,2,1621515756
8945,8445,2,1664557021
317,9061,5,1643297246
8270,211,3,1620057081
7696,5283,1,1633557048
6138,2208,4,1665949255
4196,5011,3,1651976432
404,5434,5,1645024079
4032,3737,1,1614266554
5797,6744,4,1671497551
2518,1029,4,1631838550
6933,1526,3,1670124973
7294,2676,1,1642674951
3603,98,5,1626613199
5253,4638,1,1615085703
206,5075,1,1665112356
943,8274,1,1663704643
3815,5602,5,1644712149
1288,7028,4,1671865451
4259,1807,2,1636398424
246,4090,5,1631278730
9140,9666,5,1633481585
7756,6409,3,1640548006
9413,2113,4,1663012389
1903,592,5,1616978131
1848,8461,1,1638827723
7174,2125,2,1637704720
3546,7601,5,1665657127
7209,2664,2,1666934572
3980,9765,4,1663124737
6848,7603,4,1640512845
228,9184,3,1659584897
9094,2691,1,1651977349
2140,5769,5,1636392695
2671,1590,5,1645119197
9176,6205,1,1620545056
4678,58,5,1655862334
3927,4408,1,1648848295
3645,1824,5,1617721899
3655,9461,3,1652491958
6305,6334,4,1658317214
4419,3679,1,1646954558
194,6040,4,1662761863
7718,8143,4,1632293129
2842,4296,2,1648421078
7810,2358,1,1618451522
1856,1751,3,1612748925
973,645,4,1621042640
4738,5336,2,1667291552
7532,3116,4,1625726517
5563,1414,4,1612121590
141,3039,3,1642868179
9666,4667,5,1660166749
4949,9422,3,1665626638
9753,5929,3,1644996343
3258,6607,4,1646225689
5901,7570,5,1657275139
8891,7653,1,1619853406
8351,7463,5,1610221703
2048,133,3,1634585430
769,4629,4,1622348960
2098,5264,2,1613480954
1542,9170,4,1649623016
5398,7834,1,1622036997
506,5509,3,1627912712
2279,616,2,1634999762
1951,2167,4,1619167699
3773,1062,3,1618751011
6685,4619,3,1663361650
6211,3127,3,1647470164
3537,9195,3,1611813507
5552,3303,2,1663450042
1208,9072,5,1654103475
2756,6669,1,1631737350
9048,2934,1,1650092325
9518,8911,2,1628965354
3134,6719,5,1624028308
899,330,1,1624798204
1224,5007,3,1660511968
1585,9279,1,1626334553
164,5340,3,1619996476
600,3493,5,1621923781
6274,1753,3,1621278878
9078,9485,2,1664394585
6508,3696,3,1610677755
6807,4879,4,1669016422
4598,1282,4,1637906531
4322,3735,3,1628305197
2120,9620,5,1666244508
787,3718,2,1625844516
2393,55,3,1665920013
4889,9468,3,1669507212
7886,8014,1,1616827020
8215,8518,2,1668787278
2323,9607,4,1618740813
680,6441,3,1627736682
8801,9984,1,1630515118
7961,7759,5,1627865764
283,9383,5,1651180114
9063,5792,3,1643087354
7195,7102,4,1636237142
2420,1019,5,1611300459
5621,2258,1,1609554099
7709,5797,1,1618729265
6701,9985,2,1612129595
3313,8595,4,1635672962
7464,3607,3,1609527689
410,5667,3,1644528477
4221,1954,4,1611776323
5172,9096,3,1657462826
4964,1309,4,1625599529
7548,425,3,1653687721
557,2328,2,1621351155
8677,8043,5,1659949849
8051,1922,3,1650372508
7462,4129,2,1632166575
5602,9232,3,1644976127
8454,8353,1,1620490906
8778,7429,2,1672254877
6535,5667,1,1667742703
2192,218,5,1625012452
6850,2999,4,1631442366
222,5509,2,1634367479
9514,7570,5,1645712711
2719,8226,3,1639933640
5315,86,5,1620446299
4094,5289,2,1650454112
8194,3350,4,1624362518
2437,8941,5,1637994023
3244,4977,2,1639162503
6234,871,1,1651100814
3468,3248,4,1638713263
6135,7040,2,1642032922
6839,8346,4,1649271684
102,9818,3,1654452991
6844,4749,4,1627890318
8223,9302,2,1628674822
8398,1122,1,1654752727
2812,7016,2,1623248592
8891,1503,5,1613167537
6511,6234,3,1646961658
723,9374,5,1665965004
2558,7719,5,1626694870
9060,9287,1,1670078266
1778,6973,1,1660379277
9476,8712,3,1653315509
2913,3241,3,1652862412
4746,4448,1,1637088151
1696,5228,3,1625466945
6091,1658,4,1638311398
7218,525,1,1667184848
4304,2385,4,1662893282
2306,2352,1,1621111309
5295,3775,4,1613261360
3432,9988,1,1619771681
6748,5240,1,1618564407
5749,2794,5,1646847908
3126,6672,5,1656227452
6501,800,4,1653314186
8819,547,5,1636918841
5782,2666,5,1624546498
2515,2791,2,1669342199
1574,2556,2,1660639364
5317,7094,2,1669949088
507,5184,5,1639645552
173,3365,2,1656091426
6189,9726,2,1638761203
8627,9203,1,1647997077
75,3653,1,1614629878
4095,8553,1,1631564312
4063,4831,3,1670072228
7732,4144,5,1622405056
1337,6625,4,1621703703
2323,140,5,1622759571
2950,2350,4,1619943697
52,3301,3,1658697968
329,7010,2,1622801532
5491,8026,4,1615370066
4170,8709,2,1625945745
3657,6071,1,1668794296
3291,7096,1,1655307851
4499,4069,4,1663014171
6261,7304,3,1669361293
4611,8686,2,1666378304
8352,3245,2,1639782243
5284,7450,2,1611555920
7565,767,4,1642388521
6322,6051,5,1624368332
8591,989,2,1621041043
8833,2276,3,1631048515
2081,6932,4,1659121545
5694,8812,5,1615436202
7973,1290,5,1635895592
9200,4691,1,1610134605
1081,3372,1,1624976398
6612,8305,3,1670568693
9205,8169,2,1630204120
8555,1772,3,1659442725
4146,4655,3,1639381847
6264,8256,3,1614997253
8736,8556,4,1659275896
7606,6749,1,1650576480
3059,7323,5,1669613925
2618,2461,4,1647037656
2862,4766,1,1658936561
3320,2216,1,1651676068
1072,2942,5,1627280062
6067,9993,4,1669327979
7859,9482,3,1654927920
1218,5911,3,1648410202
9593,1200,4,1627184056
1985,6627,5,1626879000
4175,46,4,1621037563
7261,2332,2,1613787667
3982,9930,5,1630759432
4257,9299,5,1651399355
7125,799,1,1662127476
6211,7105,1,1637396690
3612,4931,5,1656376149
2545,2662,1,1665123249
4425,5070,1,1636783661
4947,2662,5,1658792139
5892,8474,1,1645919000
4372,2979,1,1641551706
8895,5192,1,1630042488
9974,9652,1,1667183136
5694,5632,4,1666757302
4062,4459,4,1668660508
2360,495,2,1670812768
8363,8433,5,1656663578
655,7067,1,1659077148
5472,6824,5,1640089758
8891,9939,1,1621374913
800,5753,5,1618691277
9159,1951,3,1625384629
6268,6354,3,1629251340
4161,1007,4,1627310009
487,1050,4,1659635928
957,4452,1,1643245504
4048,5035,5,1647422337
2794,7342,5,1665286998
2066,1182,1,1669289031
3611,9953,5,1610787442
7694,98,2,1659426597
6107,2615,3,1643690282
612,3310,3,1616090544
5824,3041,5,1651660044
3992,5794,3,1629370018
673,1410,2,1653003673
8921,2979,4,1669495127
9066,1151,1,1627700984
4468,5584,5,1662020624
7020,1063,2,1620659964
4519,3507,5,1659192253
2597,9842,1,1625778627
6878,4800,1,1633886109
3697,2564,4,1638709169
2673,5578,1,1626679726
8131,8988,4,1624725853
3024,945,1,1623680730
2949,4064,3,1672087501
212,117,5,1638585820
9206,3666,1,1638824278
9438,3587,2,1617257090
2883,7971,2,1642475695
414,35,4,1637457262
7917,562,5,1631735250
3949,3789,4,1609723432
560,5619,3,1612625555
551,6870,1,1629461282
2425,6993,3,1617112841
2352,5138,5,1628990208
6223,2073,3,1620925945
3370,6495,5,1671599205
2877,1571,2,1635479113
9324,416,3,1668917741
1133,8552,4,1615949531
1721,7880,5,1630019690
1559,5257,2,1662815746
696,3252,5,1640860977
8641,6128,1,1648441295
6265,2043,4,1624041999
5832,7107,2,1616229847
7504,5036,5,1648787766
5097,7033,1,1671639618
3673,234,2,1639912343
4539,5265,3,1669405799
1287,107,2,1666790377
5207,6694,4,1637863416
2694,2818,3,1650270442
9446,6204,4,1671329971
4246,2147,5,1663071651
8157,9788,4,1657389230
6652,1803,2,1668034219
99,8006,3,1614856058
4929,1006,4,1611898916
3968,6195,3,1668529583
8700,8502,1,1640554334
3262,8572,1,1661226258
5841,6877,4,1627688615
1330,5242,1,1627432932
1639,8942,1,1642286165
1408,9298,2,1612958187
6836,5089,5,1634638049
5790,6435,2,1662040501
4562,9545,5,1651782030
2046,929,2,1649788440
8851,3375,5,1654885085
8722,3826,1,1646110639
4597,461,4,1650919792
9491,5664,3,1625660462
4676,3467,4,1626492184
7521,4301,5,1614561956
5048,9831,5,1611586555
87,1602,1,1614790007
7691,6054,3,1621119756
5005,6186,4,1612856573
3802,7539,4,1642230089
9596,1013,1,1629772510
2913,7143,5,1654935754
2347,5205,1,1646711686
4287,1288,1,1611062591
7983,4694,4,1650773894
4155,8944,5,1629293206
2836,1439,2,1644530250
6740,2771,5,1665326641
3349,3875,4,1667077658
4170,8736,2,1621938851
212,3436,3,1671115453
3790,4987,3,1629754894
4485,8943,3,1620360727
76,9967,1,1617230954
7034,9210,5,1628466208
5013,5446,2,1663738236
5308,9336,2,1655106195
3580,8374,5,1624426691
9626,4880,2,1636436085
4846,7587,2,1636335700
5987,4670,4,1672420306
4289,1794,1,1632554234
7108,1127,2,1630457332
2496,9299,3,1617769645
8834,9394,3,1611825477
1050,637,2,1617621989
9325,2996,5,1629303804
5520,1835,3,1669524907
4979,8664,2,1620115855
4436,3633,4,1661226888
4850,6346,3,1625953938
9893,5561,4,1635178897
7831,1309,1,1660948712
7858,5358,4,1623725574
3348,5285,1,1633219723
2692,6153,1,1610703112
2803,1438,2,1666893838
7114,4187,2,1649990852
5190,7626,5,1655151586
4473,2583,4,1627949205
1706,2849,1,1669003006
371,105,4,1661193804
6572,8220,2,1664607254
7254,6120,1,1610512158
8664,8432,5,1638242009
506,9941,2,1660242137
5090,266,4,1646318348
5372,5491,5,1633250293
4934,879,3,1617231226
5361,4739,3,1665479885
3951,7528,3,1609736271
8445,5847,3,1663471487
5815,8055,3,1643713770
2454,3775,5,1619148285
2415,3819,1,1625914739
6095,2943,4,1641049405
2092,4108,4,1615049014
1710,4506,1,1635473603
7004,2712,3,1625324260
6049,6901,2,1667399656
5116,6604,3,1609969386
7446,3358,1,1640870821
8933,3529,1,1648553529
3944,8824,2,1634572812
2091,5941,4,1649037398
3201,3429,2,1666084882
4957,5836,1,1657305788
888,4372,5,1632379586
5505,9951,1,1639420804
2758,9393,4,1637497620
2486,3202,4,1666497435
8778,7196,3,1628131979
1195,3384,5,1651668009
6100,1986,1,1640942384
1198,213,5,1613562616
184,7452,3,1624013153
7025,2799,2,1645298090
6789,6247,4,1609648899
5418,3342,2,1624799652
7252,8830,5,1651435025
7901,3142,4,1611897105
325,6866,2,1632380531
1143,4737,5,1635675930
4383,4414,5,1620815306
9716,5346,2,1639564036
5041,8989,2,1655460036
992,7216,1,1638390671
5886,2831,1,1620449630
6284,417,2,1655044295
6673,3404,4,1664313181
7996,6914,3,1629578710
5747,8538,2,1666641538
9595,3104,1,1656174648
2870,1951,4,1664881403
4504,8667,1,1624173470
7116,2464,4,1623951170
4069,6557,2,1655475616
4636,1490,3,1650970895
415,5185,5,1618698621
1502,8862,2,1640616172
6359,8890,3,1624875572
795,5829,3,1629380954
4261,6859,5,1620866494
7255,8912,3,1654988975
9732,417,4,1639153091
7295,2244,4,1661733200
6807,882,5,1611051838
3457,7226,1,1643223877
8563,4220,5,1669064089
2143,8430,5,1626954231
7452,9353,1,1668266790
7955,6090,4,1669203588
8273,7266,1,1615264808
9656,2668,2,1623482976
2423,5801,5,1670624349
5080,4540,2,1660524298
4065,4138,3,1651550004
5378,3830,3,1619637094
4082,9730,5,1665091772
4995,6779,2,1614762472
9202,2677,2,1631410659
905,3505,1,1627908507
3681,9731,5,1629974396
8550,8385,3,1646452429
5545,749,5,1625004043
3011,7089,3,1652064531
1873,8118,5,1638908598
6245,8879,1,1634940282
835,7581,4,1624420637
6453,7977,2,1661825389
7928,6455,5,1612322475
2667,8768,1,1655345824
7352,9434,3,1667595516
5618,649,1,1671559924
7916,5002,5,1619193481
2624,2413,5,1660015925
135,5963,2,1666438677
9840,570,1,1616674601
4191,3644,2,1642949540
3312,1628,1,1660821130
3025,9631,1,1652630129
7354,6802,5,1658475924
218,3914,3,1657523404
6122,1266,2,1628860573
9971,2923,2,1650917197
2577,2363,5,1646249546
4750,7613,5,1653424972
901,7936,2,1645787015
3102,3843,5,1664670433
9455,394,3,1614148321
9653,5545,2,1654142869
2456,2005,1,1647208410
9982,4535,5,1632339474
